Date,Open,High,Low,Close,Volume
2026-02-03,75185,77928,74896,77928,4889985
2026-02-04,77276,79162,76907,78983,4443196
2026-02-05,76738,77778,75250,75618,5790646
2026-02-06,73095,75260,71736,74802,7107554
2026-02-09,78311,78585,77604,78027,5361524
2026-02-10,78859,79137,77960,78042,5044192
2026-02-11,77848,79187,77221,78734,3743097
2026-02-12,79894,81581,79521,81576,4466619
2026-02-13,81467,82711,80964,81467,4194518
2026-02-19,83677,84120,82990,83960,3682200
2026-02-20,84269,86011,84000,85877,4091419
2026-02-23,87549,88002,85718,86509,5690797
2026-02-24,86579,88704,85474,88629,5469724
2026-02-25,89436,91392,88853,90431,6605277
2026-02-26,90994,94622,90859,94543,5657971
2026-02-27,92751,95249,92014,93622,9697499
2026-03-03,91785,92343,86210,86210,13727616
2026-03-04,82467,84687,75315,75514,18442809
2026-03-05,84055,87061,81797,83224,12888383
2026-03-06,81153,83463,79869,83074,8149946
2026-03-09,77101,78590,75225,77754,12443415
2026-03-10,82467,83522,80636,82492,10803024
2026-03-11,84618,85658,82661,83428,8141541
2026-03-12,82746,83662,81984,82487,5628676
2026-03-13,79824,82139,79580,81248,5708947
2026-03-16,81551,82751,80859,82607,4203223
2026-03-17,85225,85503,84155,84229,3126233
2026-03-18,86385,89147,86255,88988,4557427
2026-03-19,85857,87962,85812,86295,6114587
2026-03-20,86867,87325,86106,86220,3202020
2026-03-23,82746,82950,80287,80705,9016803
2026-03-24,84488,84618,80501,83084,5141533
2026-03-25,84936,86036,83896,84160,3660954
2026-03-26,83234,83358,80879,81312,3498929
2026-03-27,78386,81183,77395,80825,4702544
2026-03-30,76434,78779,76315,78416,4353178
2026-03-31,75718,77704,74777,75036,5080847
2026-04-01,79665,82417,78505,81741,5354541
2026-04-02,82880,83373,76698,77923,6968332
2026-04-03,79864,80850,79217,80133,3366893
2026-04-06,81014,82469,80830,81302,3952747
2026-04-07,83149,84020,81327,82412,3817021
2026-04-08,88530,89690,87141,88595,7844866
2026-04-09,88117,88371,86718,86972,4773795
2026-04-10,88445,89436,88171,88306,2628651
2026-04-13,86175,87743,86061,87425,2609315
2026-04-14,89864,91213,89600,89993,3829139
2026-04-15,93144,93786,91825,92283,4638582
2026-04-16,93010,94358,92656,94304,3387911
2026-04-17,94154,94319,93239,93662,2568195
2026-04-20,93965,95035,93373,94035,3333771
2026-04-21,95205,96608,95205,96608,3729764
2026-04-22,96564,97006,95458,96912,3881921
2026-04-23,98211,99445,95289,98002,5315887
2026-04-24,98311,98639,96524,97584,3393113
2026-04-27,98495,100720,98495,99869,3604022
2026-04-28,100361,101621,100023,100297,3036316
2026-04-29,99935,101297,99535,100975,4281701
2026-04-30,101705,102240,99850,99970,3918282
2026-05-04,102560,105285,101890,105280,4508090
2026-05-06,111525,114295,110470,113170,7562270
2026-05-07,115400,116145,111710,115630,8845148
2026-05-08,113075,115885,112695,115840,6294982
2026-05-11,121110,123310,119920,121740,6571122
2026-05-12,124005,124840,115655,119170,7587669
2026-05-13,116045,122875,114950,122690,6870146
2026-05-14,122850,125490,122700,124770,5089240
2026-05-15,124615,126170,114800,117285,8175090
2026-05-18,116230,120015,111580,117965,8178214
2026-05-19,116210,116655,111800,114360,5366201
2026-05-20,114730,115100,110565,113180,6197828
2026-05-21,117790,123375,117685,123110,4216528
2026-05-22,124075,124245,122175,123440,5167305
2026-05-26,127180,128280,125895,126935,4488824
2026-05-27,133630,134840,128575,130560,4385652
2026-05-28,129690,131385,124325,129985,4161784
2026-05-29,133685,135030,132050,134960,5490041
2026-06-01,135335,142265,135020,141500,5278874
2026-06-02,142865,143570,136460,141495,6349276
2026-06-04,138705,141070,137540,138760,3264408
2026-06-05,133470,134580,128545,130900,6508894
2026-06-08,118330,125675,117615,119585,7377786
2026-06-09,124715,130475,121445,130195,4303890
2026-06-10,126025,128100,120415,123830,3791328
2026-06-11,119330,125000,117960,123910,4005211
2026-06-12,132775,135400,129345,129575,5715852
2026-06-15,136985,138060,135845,136310,3009140
2026-06-16,139650,140570,136735,139520,3848055
2026-06-17,137855,142480,137680,141880,2566212
2026-06-18,142210,147240,142210,146705,3944629
2026-06-19,151245,152560,143210,147250,5496385
2026-06-22,145145,150875,144500,148165,3208779
2026-06-23,148095,149325,132690,133380,8424349
2026-06-24,134500,139670,131035,138245,8212465
2026-06-25,145305,148180,143205,146000,5074441
2026-06-26,144235,144875,132645,137755,8579972
2026-06-29,136550,138845,132010,136730,3977630
2026-06-30,136730,141330,133370,138670,3219283
2026-07-01,139760,140590,131740,134300,3587578
2026-07-02,127800,131440,122000,123740,5811622
2026-07-03,124305,131810,118695,131155,4891610
2026-07-06,132620,134890,126165,130120,2886041
2026-07-07,127380,128730,119020,123870,5336954
2026-07-08,119965,126035,115795,117095,5610838
2026-07-09,121125,122100,113825,117880,6812983
2026-07-10,122775,124440,119780,120650,3580456
2026-07-13,119680,121400,108150,108805,5315243
2026-07-14,108475,111945,102905,109790,7785782
2026-07-15,116970,119575,115600,116880,3108677
2026-07-16,111290,111800,107250,109055,3985883
2026-07-20,104500,108980,103140,103330,2785552
