Date,Open,High,Low,Close,Volume
2025-12-04,3270,3365,3215,3300,2361503
2025-12-05,3315,3475,3300,3415,4103824
2025-12-08,3360,3405,3325,3325,900283
2025-12-09,3325,3365,3290,3315,861468
2025-12-10,3330,3360,3255,3275,1407518
2025-12-11,3255,3375,3250,3335,702282
2025-12-12,3355,3410,3310,3365,1933408
2025-12-15,3450,3500,3380,3380,587783
2025-12-16,3420,3575,3415,3575,1170755
2025-12-17,3545,3640,3525,3600,1177850
2025-12-18,3710,3760,3660,3725,2705890
2025-12-19,3660,3765,3505,3605,2389569
2025-12-22,3540,3565,3500,3525,1092047
2025-12-23,3500,3580,3485,3565,1560264
2025-12-24,3545,3630,3545,3595,538486
2025-12-26,3565,3610,3515,3540,1225096
2025-12-29,3515,3540,3445,3450,1077518
2025-12-30,3500,3565,3480,3535,770133
2026-01-02,3505,3505,3340,3350,1376478
2026-01-05,3320,3355,3255,3280,802121
2026-01-06,3265,3300,3225,3260,665578
2026-01-07,3270,3385,3250,3325,737915
2026-01-08,3320,3350,3280,3330,1407922
2026-01-09,3310,3420,3310,3315,1147714
2026-01-12,3320,3410,3245,3345,1413949
2026-01-13,3320,3390,3305,3340,1434949
2026-01-14,3335,3455,3335,3410,2028872
2026-01-15,3430,3455,3360,3360,1364275
2026-01-16,3365,3440,3285,3285,1378200
2026-01-19,3330,3350,3225,3225,1456515
2026-01-20,3210,3305,3085,3195,2677440
2026-01-21,3330,3605,3195,3500,2694290
2026-01-22,3425,3450,3290,3300,1096057
2026-01-23,3255,3260,3010,3010,1275773
2026-01-26,2885,2890,2340,2420,7070298
2026-01-27,2385,2390,2160,2205,4422482
2026-01-28,2145,2150,1865,1879,17098690
2026-01-29,1789,1965,1702,1762,20285183
2026-01-30,1785,1834,1680,1834,16374750
2026-02-02,1933,2075,1833,2060,27745403
2026-02-03,1931,1971,1874,1874,5411674
2026-02-04,1905,1946,1819,1900,7790186
2026-02-05,1959,2085,1912,2065,6592024
2026-02-06,2230,2300,2135,2200,6886376
2026-02-09,2020,2085,1920,1953,5195432
2026-02-10,1945,2055,1899,2055,5209092
2026-02-11,2020,2060,1982,2050,6831362
2026-02-12,2035,2090,1987,2000,6546532
2026-02-13,2060,2105,2025,2080,4617552
2026-02-19,2000,2050,1754,1778,5558006
2026-02-20,1770,1838,1761,1801,3067109
2026-02-23,1757,1873,1727,1850,4777810
2026-02-24,1812,1864,1789,1812,6758185
2026-02-25,1780,1840,1780,1814,3765046
2026-02-26,1769,1822,1655,1657,6460834
2026-02-27,1730,1735,1610,1648,5542500
2026-03-03,1704,1811,1551,1811,14152633
2026-03-04,1907,2340,1856,2340,10243741
2026-03-05,1821,1990,1408,1661,13561849
2026-03-06,1652,1728,1493,1515,17273832
2026-03-09,1660,1731,1601,1635,15780113
2026-03-10,1469,1600,1460,1576,5201447
2026-03-11,1515,1658,1509,1633,2666087
2026-03-12,1661,1677,1596,1603,3120300
2026-03-13,1679,1696,1570,1590,8870685
2026-03-16,1589,1684,1570,1637,7453378
2026-03-17,1583,1636,1552,1634,3015268
2026-03-18,1573,1592,1534,1538,2991286
2026-03-19,1625,1625,1574,1608,5768621
2026-03-20,1568,1597,1527,1554,3153757
2026-03-23,1658,1740,1640,1720,5161083
2026-03-24,1610,1721,1600,1650,2634453
2026-03-25,1585,1594,1520,1531,2877748
2026-03-26,1506,1600,1481,1600,6603667
2026-03-27,1650,1698,1561,1572,7788698
2026-03-30,1700,1710,1649,1670,4442714
2026-03-31,1699,1878,1690,1860,6044446
2026-04-01,1716,1726,1594,1643,3732745
2026-04-02,1599,1900,1593,1830,5007167
2026-04-03,1760,1872,1748,1833,3811046
2026-04-06,1834,1895,1769,1894,2131166
2026-04-07,1877,1942,1769,1908,4592547
2026-04-08,1698,1755,1662,1704,4180168
2026-04-09,1706,1777,1688,1744,4358506
2026-04-10,1703,1740,1695,1720,3149602
2026-04-13,1786,1794,1714,1722,3309904
2026-04-14,1653,1705,1650,1689,1255244
2026-04-15,1631,1646,1552,1570,4248622
2026-04-16,1535,1562,1525,1547,1285755
2026-04-17,1535,1572,1534,1545,1387255
2026-04-20,1537,1571,1481,1519,1651445
2026-04-21,1486,1511,1484,1491,726033
2026-04-22,1485,1560,1484,1500,2166838
2026-04-23,1479,1580,1475,1522,3269579
2026-04-24,1514,1533,1428,1429,2825926
2026-04-27,1414,1420,1362,1377,1676834
2026-04-28,1386,1433,1386,1409,2396647
2026-04-29,1416,1438,1386,1402,1358642
2026-04-30,1404,1495,1400,1488,3324671
2026-05-04,1434,1441,1408,1440,1455039
2026-05-06,1410,1475,1410,1431,1514184
2026-05-07,1426,1460,1382,1460,2729915
2026-05-08,1455,1479,1421,1450,724169
2026-05-11,1442,1502,1440,1459,1267836
2026-05-12,1445,1626,1392,1538,5040266
2026-05-13,1523,1624,1510,1538,2206583
2026-05-14,1504,1577,1480,1483,1230971
2026-05-15,1457,1694,1457,1618,2476580
2026-05-18,1653,1808,1641,1702,4323873
2026-05-19,1673,1836,1606,1768,4399693
2026-05-20,1790,1920,1780,1874,3118802
2026-05-21,1762,1775,1596,1665,4159949
2026-05-22,1592,1600,1400,1444,6951185
2026-05-26,1356,1414,1294,1411,3328145
2026-05-27,1390,1491,1367,1483,3534677
2026-05-28,1461,1641,1450,1535,4841823
2026-05-29,1507,1649,1507,1593,3782774
2026-06-01,1599,1664,1544,1651,3608909
2026-06-02,1661,1771,1630,1735,6294196
2026-06-04,1682,1682,1548,1607,5765493
2026-06-05,1670,1798,1664,1784,5251300
2026-06-08,2060,2180,1940,2175,7475276
2026-06-09,2035,2040,1723,1867,4139369
2026-06-10,1896,1964,1718,1885,4851855
2026-06-11,1938,2025,1613,1613,3843612
2026-06-12,1485,1571,1434,1551,9320973
2026-06-15,1461,1536,1431,1493,5702709
2026-06-16,1506,1594,1501,1588,2729124
2026-06-17,1578,1606,1481,1506,5193816
2026-06-18,1513,1612,1505,1606,3836106
2026-06-19,1599,1764,1590,1717,6371553
2026-06-22,1747,1777,1616,1631,6115115
2026-06-23,1669,1897,1609,1891,11509370
2026-06-24,1826,1913,1728,1800,6986314
2026-06-25,1761,1892,1700,1892,6710733
2026-06-26,1906,2080,1841,2030,13630240
2026-06-29,1969,1977,1659,1672,15528804
2026-06-30,1661,1736,1615,1704,12962158
2026-07-01,1688,1762,1523,1680,8677256
2026-07-02,1802,1947,1784,1917,2256503
2026-07-03,1898,2170,1881,1977,3622238
2026-07-06,1978,2190,1937,2105,2262889
2026-07-07,2115,2265,1938,2170,2992542
2026-07-08,2265,2480,2210,2440,2145802
2026-07-09,2380,2470,2160,2370,3087407
2026-07-10,2370,2380,2060,2160,3083135
2026-07-13,2135,2365,1957,2325,3327735
2026-07-14,2325,2690,2290,2465,2764558
2026-07-15,2290,2295,2100,2120,1343119
2026-07-16,2205,2380,2195,2360,2176828
2026-07-20,2450,2675,2370,2675,1295773
