Date,Open,High,Low,Close,Volume
2026-04-21,217000,221000,216000,221000,31232791
2026-04-22,219000,223000,215500,217500,31424386
2026-04-23,220500,229500,216000,222500,65769148
2026-04-24,251500,251500,216500,219000,35611222
2026-04-27,220000,226000,217500,225000,41594442
2026-04-28,224500,227000,219000,220000,34757194
2026-04-29,218500,228000,217000,226500,37762572
2026-04-30,227500,230000,220500,222500,37415765
2026-05-04,223500,232500,223500,230000,55707550
2026-05-06,239500,274000,239000,274000,97662802
2026-05-07,273000,289000,260000,270500,80226640
2026-05-08,261500,281500,260000,276500,52107250
2026-05-11,285000,294500,280000,285500,65655830
2026-05-12,286000,294500,266000,272500,79068075
2026-05-13,270000,288500,262000,286500,71791740
2026-05-14,282000,299500,282000,293000,69704516
2026-05-15,295500,296500,266000,273500,72786490
2026-05-18,270500,288500,262000,281500,64868344
2026-05-19,275500,281500,266000,273500,55578031
2026-05-20,276000,282500,263500,280500,69944718
2026-05-21,300000,300000,287000,295000,72594886
2026-05-22,299500,303500,291500,293000,35403473
2026-05-26,297000,303000,240000,302500,44091206
2026-05-27,320500,330000,306000,313500,65743654
2026-05-28,311000,313000,287500,295500,54515430
2026-05-29,303000,319000,303000,318500,62359108
2026-06-01,318000,355500,311000,355000,81557705
2026-06-02,356000,377000,342000,362500,84365780
2026-06-04,359000,366500,338500,342000,61113411
2026-06-05,343000,346000,321000,329000,64419483
2026-06-08,304500,316000,290500,303000,76298436
2026-06-09,310000,327500,300000,327000,52941179
2026-06-10,319500,319500,295250,297500,46451792
2026-06-11,292000,308500,283000,306000,52925767
2026-06-12,313000,339000,313000,324500,60357743
2026-06-15,337500,345000,334000,341500,39436881
2026-06-16,348000,352500,332500,343000,36121675
2026-06-17,339500,348000,331000,343000,35704177
2026-06-18,346000,364000,341500,363500,59080574
2026-06-19,380000,380000,346000,350500,77053712
2026-06-22,351000,363000,342000,356500,46720412
2026-06-23,358500,362000,310000,310500,76892183
2026-06-24,305000,342000,300500,339500,83004450
2026-06-25,360500,369500,352000,359500,64921697
2026-06-26,358000,361000,321500,339000,66931113
2026-06-29,337000,345000,316000,325000,54774289
2026-06-30,325500,343000,321000,333000,45534703
2026-07-01,336000,340000,311500,316000,42763064
2026-07-02,307500,307500,281500,290500,68972389
2026-07-03,286000,315000,278000,314500,57377672
2026-07-06,315500,325000,303000,320000,43438121
2026-07-07,305000,317000,286000,291000,59681367
2026-07-08,289500,300000,262000,267000,67242107
2026-07-09,279500,291500,267500,282500,53771105
2026-07-10,285000,298000,282000,286500,36776589
2026-07-13,285000,292500,253000,257500,57603587
2026-07-14,250500,270000,240000,268000,75341354
2026-07-15,273000,284500,272500,273500,44219975
2026-07-16,269000,269000,251000,253500,44712225
2026-07-20,245500,257500,238500,242000,29351334
